ratio
0.504808
0.570604
1.042885
0.639361
0.615952
1.027150
0.738049
0.706808
0.741737
0.689591
0.792961
0.883373
1.067197
0.970315
0.390825
0.709563
0.614091
1.051480
0.537988
0.541051
0.931034
0.532698
0.519805
0.443699
0.520984
0.803779
0.900994
0.813037
1.108108
0.582775
0.594846
0.659280
1.137417
0.609391
0.896522
0.859649
0.949464
0.636986
0.807155
0.525083
1.423077
2.216216
1.496454
1.819149
1.672727
1.464286
1.055814
0.833333
1.781955
1.714286
1.110294
1.275000
1.613636
1.950000
0.960000
0.783831
0.317647
1.819672
1.611111
1.168539
1.536232
2.866667
1.708955
1.211082
1.292517
1.264706
1.611111
2.886792
2.687500
1.745763
1.324324
1.714286
1.117647
1.258065
1.431138
1.875000
1.314815
2.527778
2.000000
1.333333
1.479167
2.200000
1.607143
2.500000
1.986667
1.675862
1.006536
1.574018
1.930233
1.709091
1.638298
2.580000
1.690476
1.953488
1.090909
1.551471
1.104167
0.470745
1.654545
1.809524
1.931818
2.476190
1.240000
1.925000
2.013514
2.640000
1.976190
1.148438
1.603715
0.867052
1.556962
1.503185
1.670213
1.262136
1.960000
1.530120
2.166667
1.595960
0.756410
1.833333
1.912621
1.520599
1.151815
1.462687
1.734694
2.414634
1.219081
1.683333
1.219780
0.912791
1.105263
1.941176
1.124611
1.603448
0.354167
2.204819
1.432836
1.471545
0.663113
2.108108
1.920721
1.395161
1.807547
3.489362
1.932292
1.437626
0.967456
1.442681
1.412921
2.141892
1.127193
1.156098
1.523364
2.000000
1.750000
1.520408
2.428571
1.789809
2.051163
1.632353
1.942408
1.473684
1.263158
2.046512
2.424658
1.851485
2.007353
1.289157
1.318328
2.073171
2.130952
1.881188
1.216667
1.511194
1.976563
2.383764
1.389262
1.231250
1.824268
2.838710
4.894737
2.959184
1.681818
1.225989
1.467290
2.483871
0.927835
1.497297
7.500000
1.555556
2.763636
5.272727
4.800000
1.250000
3.136364
2.474747
3.450000
3.333333
3.071429
1.437500
1.693878
1.200000
1.282609
1.828571
0.825263
1.487342
2.593023
5.071429
1.627660
1.881890
1.451883
0.782805
2.709677
1.364865
1.596491
3.040000
1.120603
0.902344
1.850000
0.725664
1.544000
1.456432
1.123457
0.945122
0.626866
1.012579
1.021307
0.996203
0.942974
0.885975
0.947040
1.930131
1.093317
0.893246
1.226667
0.723192
1.112360
1.234604
1.430939
0.901180
0.591483
0.569832
1.161765
0.911243
0.782609
0.846154
0.810811
1.500000
1.263158
1.929412
1.357143
1.253968
1.392857
3.323077
1.903846
2.581560
3.482759
2.563380
3.078125
2.080214
1.858065
2.820513
2.158879
1.858586
0.725000
1.700000
1.272727
0.913043
1.322581
0.636364
1.700000
1.851852
1.052632
0.904110
1.191489
1.704918
2.000000
1.000000
2.179487
1.844156
1.671875
1.401606
1.689655
1.873563
1.266667
1.000000
2.400000
1.510949
1.958333
1.417391
2.000000
1.021918
1.470149
2.787879
1.018182
1.548872
1.707547
1.330709
1.704280
3.023810
2.320513
1.929577
2.329114
2.166667
2.289855
1.423077
1.891473
1.571429
1.560976
0.803738
2.133333
1.802326
2.053763
1.927083
2.155556
0.361905
0.633836
1.378947
1.103448
1.626667
2.545455
1.776471
1.809524
1.776471
2.488889
0.394030
0.737194
1.568182
1.949438
1.847826
1.529745
1.057471
2.751678
1.884892
2.770492
2.020619
2.781609
2.000000
0.813953
1.328063
0.805970
0.801047
0.600801
0.882353
0.962733
0.393993
1.588933
0.757143
1.351852
1.132212
1.316425
1.305556
1.227273
1.699219
2.666667
2.020833
1.473684
1.050761
1.509333
1.149533
1.146974
2.253012
1.492063
2.530067
2.481481
1.950000
1.764706
0.000000
1.813953
1.183673
0.859155
2.296296
0.000000
1.008696
0.601810
0.569507
1.450000
0.000000
2.227273
1.750000
1.915493
1.882353
0.923077
1.077670
1.538462
2.000000
0.961538
1.740741
1.500000
2.900000
1.500000
2.250000
1.081633
5.142857
1.787234
0.971311
0.577273
1.214286
0.783890
1.743243
1.175926
1.092000
0.926829
2.409091
1.315789
1.612903
1.981818
1.866667
1.180505
1.453125
2.307692
1.646226
2.850000
2.775510
1.897959
1.560000
0.258427
1.938462
1.822581
1.103448
2.059524
1.454545
2.944444
1.454545
2.441860
2.925926
2.000000
1.739130
1.446809
1.474227
3.260870
2.450000
1.218182
2.441176
1.490566
1.242424
1.500000
2.031250
2.414634
1.241379
2.785714
0.928571
2.375000
1.705882
2.512397
1.522388
0.928690
1.126437
1.553299
3.000000
1.507177
1.595960
1.215789
4.400000
1.009390
2.486486
2.039474
1.387500
1.700000
1.608434
1.822785
1.095477
3.272727
1.634615
1.892857
2.000000
2.340000
1.089820
2.676471
1.717949
2.241935
1.614458
3.142857
1.771930
1.510638
1.547368
2.000000
1.229965
3.428571
2.928571
1.726542
2.228571
1.187291
1.109244
1.203540
1.016461
2.351852
1.716667
1.588889
1.666667
0.848797
1.454545
1.600000
2.466667
1.301587
1.482353
2.277778
1.726804
1.781250
1.981949
1.176080
1.400552
1.631579
1.844156
1.815451
2.058824
1.246575
2.000000
0.341772
2.615385
2.870968
1.875000
0.967391
2.184211
1.681159
0.470833
1.267857
2.241379
1.941176
1.425532
2.804878
1.573529
1.300000
2.153846
0.983051
1.440000
2.676471
3.045455
1.161765
1.790541
3.357143
0.831140
1.939394
1.178439
1.174107
2.041667
1.511737
2.750000
1.363636
1.283582
2.090909
1.358209
0.276596
3.909091
